,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
44,2-s2.0-84881296815,10.1057/jors.2012.116,JORS2012116,,Enhanced decision support in credit scoring using Bayesian binary quantile regression,ar,Article,Miguéis V.L.,60033316;60007249,Universiteit Gent;Universidade do Porto,Ghent;Porto,Belgium;Portugal,3,"Miguéis, V. L.;Benoit, D. F.;Van Den Poel, D.",47661262500;26030285100;6603722083,60007249;60033316;60033316,2013-01-01,September 2013,Journal of the Operational Research Society,01605682,22236,14769360,Journal,64,9,,1374-1383,"Fierce competition as well as the recent financial crisis in financial and banking industries made credit scoring gain importance. An accurate estimation of credit risk helps organizations to decide whether or not to grant credit to potential customers. Many classification methods have been suggested to handle this problem in the literature. This paper proposes a model for evaluating credit risk based on binary quantile regression, using Bayesian estimation. This paper points out the distinct advantages of the latter approach: that is (i) the method provides accurate predictions of which customers may default in the future, (ii) the approach provides detailed insight into the effects of the explanatory variables on the probability of default, and (iii) the methodology is ideally suited to build a segmentation scheme of the customers in terms of risk of default and the corresponding uncertainty about the prediction. An often studied dataset from a German bank is used to show the applicability of the method proposed. The results demonstrate that the methodology can be an important tool for credit companies that want to take the credit risk of their customer fully into account. © 2013 Operational Research Society Ltd.",Bayesian estimation | classification | credit scoring | Markov Chain Monte Carlo | quantile regression,19,0,,,,undefined,
45,2-s2.0-84870882147,10.1007/s10986-012-9180-6,,,Decomposition of default probability under a structural credit risk model with jumps<sup>*</sup>,ar,Article,Dong Y.,60073673,Suzhou University of Science and Technology,Suzhou,China,2,"Dong, Yinghui;Liang, Xue",23969884300;55253929900,60073673;60073673,2012-10-01,October 2012,Lithuanian Mathematical Journal,03631672,24478,15738825,Journal,52,4,,369-384,"In this paper, we consider the default probabilities caused by a jump or by oscillation under a structural credit risk model with jumps. We study the Laplace transforms of the times of default caused by a jump and by oscillation. We derive integro-differential equations and obtain some closed-form expressions for them. By inverting them, we numerically investigate the contributions of the jump component and the diffusion component to the default under a certain choice of the jump size distribution. © 2012 Springer Science+Business Media New York.",default probability | default time | integro-differential equation | Markov process | rational family distributions,0,0,,,,10KJB110010,Natural Science Foundation of Jiangsu Province
46,2-s2.0-84923491447,10.1093/oxfordhb/9780199546787.013.0009,,,Contagion Models in Credit Risk,ch,Book Chapter,Davis M.,60015150,Imperial College London,London,United Kingdom,1,"Davis, Mark H.A.",56857806500,60015150,2012-09-18,"September 18, 2012",The Oxford Handbook of Credit Derivatives,,21100374841,,Book,,,,,"This article gives an account of mathematical techniques for credit risk models where there is contagion between the obligors, i.e., default of one party either directly causes default of other parties or (more commonly) changes other parties' risk of default. Section 2 starts with a general discussion of joint distributions and copulas, mainly to point out that 'contagion' is in some sense already built into the copula concept. Section 3 gives a general formulation of the reduced-form model and a taxonomy of models distinguishing between factor, frailty, and contagion models. Section 4 gives some background information about Markov processes, Markov chains, and phase-type distributions as required for the subsequent sections. Section 5 discusses four simple but effective Markov chain-based models with applications in counterparty risk and credit risk for inhomogeneous and homogeneous portfolios. Sections 6 and 7 develop the 'subsidiary themes' mentioned above. Section 8 returns to the further development of the Enhanced Risk homogeneous portfolio model, introduced in Section 5.4, in the light of these themes.",Contagion | Copula | Credit risk models | Enhanced Risk | Markov chain | Obligors,0,0,,,,undefined,
47,2-s2.0-84974625215,10.1142/9789814407892_0019,,,Absolutely continuous compensators,ch,Book Chapter,Janson S.,60030162;60004981;60003858,Columbia University;École Normale Supérieure Paris-Saclay;Uppsala Universitet,New York;Gif-sur-Yvette;Uppsala,United States;France;Sweden,3,"Janson, Svante;M’Baye, Sokhna;Protter, Philip",7006922301;57189685489;6603390280,60003858;60004981;60030162,2012-01-01,1 January 2012,Finance at fields,,21100465034,,Book,,,,433-450,"We give sufficient conditions on the underlying filtration such that all totally inaccessible stopping times have compensators which are absolutely continuous. If a semimartingale, strong Markov process X has a representation as a solution of a stochastic differential equation driven by a Wiener process, Lebesgue measure, and a Poisson random measure, then all compensators of totally inaccessible stopping times are absolutely continuous with respect to the minimal filtration generated by X. However Çinlar and Jacod have shown that all semimartingale strong Markov processes, up to a change of time and slightly of space, have such a representation.",Compensator | Credit risk | Doob-Meyer decomposition | Dual predictable projection | Hazard rate | Martingale,0,0,repositoryam,Green,MPS,0906995,Directorate for Mathematical and Physical Sciences
48,2-s2.0-84857437433,10.12693/aphyspola.121.b-40,,,Examples of migration matrices models and their performance in credit risk analysis,ar,Article,Grzybowska U.,60085173;60012519,Szkola Glówna Gospodarstwa Wiejskiego w Warszawie;Institute of Physics of the Polish Academy of Sciences,Warsaw;Warsaw,Poland;Poland,3,"Grzybowska, U.;Karwanski, M.;Orłowski, A.",55022783600;6507747728;7004365774,60085173;60085173;60085173-60012519,2012-01-01,February 2012,Acta Physica Polonica A,05874246,26936,1898794X,Journal,121,2 B,,,"Credit risk models used in banks are based on probability models for occurrence of default. A vast class of the models used in practice (e.g., Credit Metrics) is based on the notion of intensity. In 1997 Jarrow applied Markov chain approach to analyze intensities. The key problem that arises is the selection of appropriate estimators. Within the Markov approach among the most frequently used estimators of a migration matrix are cohort and duration estimators. Migration matrices can also be obtained with help of statistical longitudinal models (GLMM) in which states (rating classes) in discrete time points are regarded as matched pairs. In this paper we compare Markov chain models and GLMM models and the influence of their application on bank portfolio evaluation.",,0,1,repositoryam,Green,,undefined,
49,2-s2.0-80655127823,10.1016/j.jbankfin.2011.06.005,S0378426611001944,,Credit rating dynamics in the presence of unknown structural breaks,ar,Article,Xing H.,60026415;100330816,Stony Brook University;Carnegie Corporation of New York,Stony Brook;New York,United States;United States,3,"Xing, Haipeng;Sun, Ning;Chen, Ying",8429380900;42462614600;42461130800,60026415;60026415;100330816,2012-01-01,January 2012,Journal of Banking and Finance,03784266,17472,,Journal,36,1,,78-89,"In many credit risk and pricing applications, credit transition matrix is modeled by a constant transition probability or generator matrix for Markov processes. Based on empirical evidence, we model rating transition processes as piecewise homogeneous Markov chains with unobserved structural breaks. The proposed model provides explicit formulas for the posterior distribution of the time-varying rating transition generator matrices, the probability of structural break at each period and prediction of transition matrices in the presence of possible structural breaks. Estimating the model by credit rating history, we show that the structural break in rating transitions can be captured by the proposed model. We also show that structural breaks in rating dynamics are different for different industries. We then compare the prediction performance of the proposed and time-homogeneous Markov chain models. © 2011 Elsevier B.V.",Credit risk | Hidden markov model | Stochastic structural break,22,0,,,NSF,undefined,National Science Foundation
50,2-s2.0-84859245999,10.1080/14697680903580080,,,The robustness of simulation-based Markovian transition probabilities for ultra-small samples of non-performing credit,ar,Article,Christodoulakis G.,60026051,Alliance Manchester Business School,Manchester,United Kingdom,1,"Christodoulakis, George A.",6603461787,60026051,2011-12-01,December 2011,Quantitative Finance,14697688,16062,14697696,Journal,11,12,,1847-1864,"The analysis of systemic credit risk by financial regulators is largely affected by the paucity of data. Supervisors receive reports on proportions of performing and non-performing aggregate loan classes of individual banks-corporate, mortgage and consumer-often with very short history. The transition to different proportions of aggregate credit qualities can be seen as a Markov process and Christodoulakis [J. Credit Risk, 2007, 3(3), 25-39] proposed a simulation-based method for the estimation of transition probabilities under non-negativity constraints, based on the work of Kloek and van Dijk [Econometrica, 1978, 46(1), 1-19] and van Dijk and Kloek [J. Econometrics, 1980, 14, 307-328]. This paper provides Monte Carlo robustness checks for the performance of this estimator in comparison to Least Squares and Restricted Least Squares (OLS-R) in the presence of ultra-small samples. When true transition probabilities are very large or very small, the least squares estimators severely violate nonnegativity restrictions, leading to a spuriously small bias as compared to Monte Carlo integration (MCI). This result is intensified for low volatility regimes and small samples. The bias of MCI diminishes in higher volatility regimes and larger samples, irrespective of the number of Bayesian replications. Regarding the accuracy statistics, we observe that the variance of every estimator increases in smaller samples and lower volatility regimes. MCI is revealed as more accurate or at least equivalent to OLS-R in all cases. Our empirical applications with real US and European data on aggregate credit portfolios revealed significant violations of non-negativity constraints by least squares methods, which contribute to favourable conclusions for MCI. © 2011 Copyright Taylor and Francis Group, LLC.",Credit risk | Markov process | Non-performing credit | Probability | Transition,0,0,,,,undefined,
51,2-s2.0-84859240488,10.1080/14697688.2010.548398,,,Pricing collateralized debt obligations with Markov-modulated Poisson processes,ar,Article,Takada H.,60014256;112463472,"University of Tsukuba;Mizuho-DL Financial Technology Co., Ltd",Tsukuba;Tokyo,Japan;Japan,3,"Takada, Hideyuki;Sumita, Ushio;Takahashi, Kazuki",58430329200;6603663422;55500748900,112463472;60014256;60014256,2011-12-01,December 2011,Quantitative Finance,14697688,16062,14697696,Journal,11,12,,1761-1771,"For the valuation of a CDO (collateralized debt obligation), a standard approach in practice is to employ the Gaussian copula model of (Li, 7) [J. Fixed Income, 2000, 9, 43-54]. However, this model is limited in that its framework is completely static, failing to capture the dynamic evolution of the CDO. In general, portfolio credit derivatives are subject to two kinds of risk, a default event risk, when any underlying firm involved in the CDO fails to fulfill its obligations, and credit spread risk, due to the change of the default intensity over time. In dealing with either type of risk, it is absolutely necessary to develop a dynamic model incorporating the stochastic behavior of the macro-economic conditions and their influence on the default intensity. In this paper, a dynamic stochastic model is developed where the macro-economic conditions are assumed to follow a birth-death process, which would affect loss distributions characterized by a Markov-modulated Poisson process (MMPP). By exploiting the stochastic structure of the MMPP, efficient computational procedures are established for evaluating time-dependent loss distributions and prices of the CDO. Numerical results are presented, demonstrating the potential usefulness of the model by estimating the underlying parameters based on real market data. © 2011 Copyright Taylor and Francis Group, LLC.",Credit derivatives | Credit risk | Dynamic models | Markov processes,1,0,repositoryam,Green,,undefined,
52,2-s2.0-80054012350,10.1007/s10614-010-9219-x,,,Discrete Time Non-Homogeneous Semi-Markov Reliability Transition Credit Risk Models and the Default Distribution Functions,ar,Article,D'Amico G.,60032350;60019762;60004638,Sapienza Università di Roma;Université de Brest (UBO);University of G. d'Annunzio Chieti and Pescara,Rome;Brest;Chieti,Italy;France;Italy,3,"D'Amico, Guglielmo;Janssen, Jacques;Manca, Raimondo",12752086900;7202776646;6602264274,60004638;60019762;60032350,2011-11-01,November 2011,Computational Economics,09277099,19053,15729974,Journal,38,4,,465-481,"This paper shows how to apply discrete time non-homogeneous semi-Markov processes (DTNHSMP) with an age index to credit risk. The idea is to consider the credit risk problem as a reliability model indexed by the age and in this way, many semi-Markov results could be adapted to describe credit risk problem. The default state is seen as a ""non working state"". As the semi-Markov process is a generalization of Markov process, the presented model can be seen as a more general migration model. In fact, in semi-Markov environment the distribution function (d. f.) of the waiting time before a transition can be of any type and without the strong constraints of the Markov model. Furthermore, some results on the asymptotic behavior of the presented model are given. This permits the construction of the d. f. of the default random variable for each ""working state"". An example, constructed manipulating some Standard & Poor's (S&P) data, is presented. © 2010 Springer Science+Business Media, LLC.",Age index | Asymptotic behaviour | Mono-unireducibility | Non-homogeneity,15,0,,,,undefined,
53,2-s2.0-79959739957,10.1016/j.ejor.2011.05.001,S0377221711003857,,Credit risk model with contagious default dependencies affected by macro-economic condition,ar,Article,Takada H.,60014256;106020020,"University of Tsukuba;Mizuho-DL Financial Technology Co., Ltd.",Tsukuba;Tokyo,Japan;Japan,2,"Takada, Hideyuki;Sumita, Ushio",58430329200;6603663422,106020020;60014256,2011-10-16,16 October 2011,European Journal of Operational Research,03772217,22489,,Journal,214,2,,365-379,"We consider a credit risk model with two industrial sectors, where defaults of corporations would be influenced by two factors. The first factor represents the macro economic condition which would affect the default intensities of the two industrial sectors differently. The second factor reflects the influences of the past defaults of corporations against other active corporations, where such influences would affect the two industrial sectors differently. A two-layer Markov chain model is developed, where the macro economic condition is described as a birth-death process, while another Markov chain represents the stochastic characteristics of defaults with default intensities dependent on the state of the birth-death process and the number of defaults in two sectors. Although the state space of the two-layer Markov chain is huge, the fundamental absorbing process with a reasonable state space size could capture the first passage time structure of the two-layer Markov chain, thereby enabling one to evaluate the joint probability of the number of defaults in two sectors via the uniformization procedure of Keilson. This in turn enables one to value a variety of derivatives defined on the underlying credit portfolios. In this paper, we focus on a financial product called CDO, and a related option. © 2011 Elsevier B.V. All rights reserved.",Finance | Pricing | Risk analysis | Systems dynamics,9,0,repositoryam,Green,,undefined,
54,2-s2.0-80053391178,10.1239/aap/1316792671,,,A dynamic contagion process,ar,Article,Dassios A.,60003059,London School of Economics and Political Science,London,United Kingdom,2,"Dassios, Angelos;Zhao, Hongbiao",6508198039;55798861200,60003059;60003059,2011-09-01,September 2011,Advances in Applied Probability,00018678,24568,,Journal,43,3,,814-846,"We introduce a new point process, the dynamic contagion process, by generalising the Hawkes process and the Cox process with shot noise intensity. Our process includes both self-excited and externally excited jumps, which could be used to model the dynamic contagion impact from endogenous and exogenous factors of the underlying system. We have systematically analysed the theoretical distributional properties of this new process, based on the piecewise-deterministic Markov process theory developed in Davis (1984), and the extension of the martingale methodology used in Dassios and Jang (2003). The analytic expressions of the Laplace transform of the intensity process and the probability generating function of the point process have been derived. An explicit example of specified jumps with exponential distributions is also given. The object of this study is to produce a general mathematical framework for modelling the dependence structure of arriving events with dynamic contagion, which has the potential to be applicable to a variety of problems in economics, finance, and insurance. We provide an application of this process to credit risk, and a simulation algorithm for further industrial implementation and statistical analysis. © Applied Probability Trust 2011.",Cluster point process | Cox process with shot noise intensity | Dynamic contagion process | Hawkes process | Piecewisedeterministic Markov process | Self-exciting point process,90,1,repositoryam,Green,,undefined,
55,2-s2.0-80051722660,,,,Bayesian inference for credit risk with serially dependent factor model,ar,Article,Chang Y.P.,60027018;60021584,"National Chengchi University;Soochow University, Taipei",Taipei;Taipei,Taiwan;Taiwan,3,"Chang, Yi Ping;Yu, Chih Tun;Liu, Huimei",7501844581;36665631100;37089114500,60021584;60027018;60027018,2011-06-01,June 2011,International Journal of Information and Management Sciences,10171819,12364,,Journal,22,2,,135-155,"Default probability and asset correlation are key factors in determining credit default risk in loan portfolios. Therefore, many articles have been devoted to the study in quantifying default probability and asset correlation. However, the classical estimation methods (e.g. MLE) usually use only historical data and often underestimate the default probability in special situations, such as the occurrence of a financial crisis. By contrast, the Bayesian method is seen to be a more viable alternative to solving such estimation problems. In this paper, we consider the Bayesian approach by applying Markov chain Monte Carlo (MCMC) techniques in estimating default probability and asset correlation under serially dependent factor model. The empirical results and out-of-sample forecasting for S&P default data provide strong evidence to support that the serially dependent factor model is reliable in determining credit default risk.",Asset correlation | Bayesian inference | Default probability | Serially dependent factor model,6,0,,,,undefined,
56,2-s2.0-79958115017,10.1142/S0219024911006565,S0219024911006565,,Absolutely continuous compensators,ar,Article,Janson S.,60030162;60004981;60003858,Columbia University;École Normale Supérieure Paris-Saclay;Uppsala Universitet,New York;Gif-sur-Yvette;Uppsala,United States;France;Sweden,3,"Janson, Svante;M'Baye, Sokhna;Protter, Philip",7006922301;39361922400;6603390280,60003858;60004981;60030162,2011-05-01,May 2011,International Journal of Theoretical and Applied Finance,02190249,17334,,Journal,14,3,,335-351,"We give sufficient conditions on the underlying filtration such that all totally inaccessible stopping times have compensators which are absolutely continuous. If a semimartingale, strong Markov process X has a representation as a solution of a stochastic differential equation driven by a Wiener process, Lebesgue measure, and a Poisson random measure, then all compensators of totally inaccessible stopping times are absolutely continuous with respect to the minimal filtration generated by X. However Çinlar and Jacod have shown that all semimartingale strong Markov processes, up to a change of time and slightly of space, have such a representation. © 2011 World Scientific Publishing Company.",Compensator | credit risk | Doob-Meyer decomposition | dual predictable projection | hazard rate | martingale,9,0,repositoryam,Green,NSF,DMS-0906995,National Science Foundation
57,2-s2.0-79952517666,10.1109/MSIE.2011.5707681,,,The estimation of default probabilities with liquidity by Markov chain,cp,Conference Paper,Tong Z.,60108797;60033100,Tongling University;Nanjing University,Tongling;Nanjing,China;China,1,"Tong, Zhongwen",57619996700,60033100-60108797,2011-03-16,2011,"2011 International Conference on Management Science and Industrial Engineering, MSIE 2011",,19700194022,,Conference Proceeding,,,5707681,1373-1376,"The effection of liquidity on the financial risk is becoming more and more important. Ignoring it the risk analysis would be in failure.This paper provides a default-risky debt valuation model, which assumes that market liquidity modelled by the intensity of default is driven by a continuous-time Markov chain. The model accounts for default probability with liquidity risk calibrated. A semimartingale representation of a liquid defaultable debt price is obtained. The illiquidity is modelled as exogenously specified stochastic reduction in the price of the debt, which adds more risks for the investors. ©2011 IEEE.",Credit risk | Default probabilit | Liquidity,0,0,,,,undefined,
58,2-s2.0-78649638225,10.1109/ICEE.2010.882,,,A method for identifying the industry credit risk based on Markov chain,cp,Conference Paper,Zhang M.,60108794;60005465,Guizhou University of Finance and Economics;University of Electronic Science and Technology of China,Guiyang;Chengdu,China;China,2,"Zhang, Mu;Zhou, Zongfang",56117920200;7406099720,60005465-60108794;60005465,2010-12-07,2010,"Proceedings of the International Conference on E-Business and E-Government, ICEE 2010",,19700182672,,Conference Proceeding,,,5591495,3509-3512,"This paper proposes a new method for identifying the industry credit risk based on Markov chain. Firstly, a new credit rating model for enterprises based on Projection Pursuit and optimal partition is constructed, and then a credit state space of enterprises is established. Secondly, through calculating the nonconditional probability, the one-step transfer probability matrix of industry is obtained. Finally, through calculating the k-step transfer probability matrix of industry, the industry credit risk is identified successfully. Taking the high-tech listed companies in China as samples, it is proved that the method proposed by this paper is feasible and effective. © 2010 IEEE.",Credit rating | Credit risk identification | Credit transfer matrix | Industry credit risk | Markov chain,1,0,,,,undefined,
59,2-s2.0-77951297647,10.1007/s11009-009-9142-6,,,Initial and final backward and forward discrete time non-homogeneous semi-markov credit risk models,ar,Article,D'Amico G.,60032350;60019762;60004638,Sapienza Università di Roma;Université de Brest (UBO);University of G. d'Annunzio Chieti and Pescara,Rome;Brest;Chieti,Italy;France;Italy,3,"D'Amico, Guglielmo;Janssen, Jacques;Manca, Raimondo",12752086900;7202776646;6602264274,60004638;60019762;60032350,2010-06-01,June 2010,Methodology and Computing in Applied Probability,13875841,144816,15737713,Journal,12,2,,215-225,"In this paper we show how it is possible to construct an efficient Migration models in the study of credit risk problems presented in Jarrow et al. (Rev Financ Stud 10:481-523, 1997) with Markov environment. Recently it was introduced the semi-Markov process in the migration models (D'Amico et al. Decis Econ Finan 28:79-93, 2005a). The introduction of semi-Markov processes permits to overtake some of the Markov constraints given by the dependence of transition probabilities on the duration into a rating category. In this paper, it is shown how it is possible to take into account simultaneously backward and forward processes at beginning and at the end of the time in which the credit risk model is observed. With such a generalization, it is possible to consider what happens inside the time after the first transition and before the last transition where the problem is studied. This paper generalizes other papers presented before. The model is presented in a discrete time environment. © Springer Science+Business Media, LLC 2009.",Backward and forward processes | Credit risk migration model | Reliability | Semi-Markov processes,34,0,,,,undefined,
60,2-s2.0-72349093575,10.1109/ICCGI.2009.42,,,Dynamic credit scoring on consumer behavior using fuzzy Markov model,cp,Conference Paper,Liu K.,60013983;60013395,City University of Hong Kong;Yuan Ze University,Hong Kong;Taoyuan,Hong Kong;Taiwan,3,"Liu, Ke;Lai, Kin Keung;Guu, Sy Ming",57197928334;55433716400;7004214170,60013983;60013983;60013395,2009-12-25,2009,"4th International Multi-Conference on Computing in the Global Information Technology, ICCGI 2009",,19500157102,,Conference Proceeding,,,5280156,235-239,"The present financial tsunami has brought credit risk into a main focus. Dynamic credit scoring tools is highly demanded by commercial banks with products like credit cards. However, till now practitioners almost only employ statistical scoring models such as regressions. Thus the purpose of this paper is to provide for a new direction of attempts in modeling consumer credit risk and behavioral scoring dynamics. The model features heterogeneity across consumers and over time, which is realized by such a process that the credit migration rate matrix of the fuzzy Markov chain is inferred by the fuzzy inference system based on a reasonable setting of rules for each consumer, and updated at each time. A training procedure based on maximum likelihood criterion is developed for model parameters' estimation. In addition to dynamic behavioral scoring and credit behavior forecast, the model can also evaluate credit quality of each consumer according to two indicators: credit level and credit volatility. © 2009 IEEE.",Behavioral scoring | Credit risk modeling | Fuzzy inference | Markov chain,4,0,,,,undefined,
61,2-s2.0-77950249792,,,,Semi-Markov backward credit risk migration models compared with Markov models,cp,Conference Paper,D'Amico G.,60032350;60019762;60004638,Sapienza Università di Roma;Université de Brest (UBO);University of G. d'Annunzio Chieti and Pescara,Rome;Brest;Chieti,Italy;France;Italy,4,"D'Amico, G.;Di Biase, G.;Janssen, J.;Manca, R.",12752086900;55884269500;7202776646;6602264274,60004638;60004638;60019762;60032350,2009-12-01,2009,"Proceedings of the 3rd International Conference on Applied Mathematics, Simulation, Modelling, ASM'09, Proceedings of the 3rd International Conference on Circuits, Systems and Signals, CSS'09",,19700182264,,Conference Proceeding,,,,112-116,"In this paper an application by means real financial data is made in the field of migration models, i.e. the models that analyzes default studies and rating transitions. Data refers to long-term ratings from Standard &Poor's historical file from 1975 to 2007. The mathematical tools used are Markov, semi-Markov and backward recurrence time processes.",Backward | Default studies | Markov chains | Migration models | Rating transitions | Semi-Markov chains,7,0,,,,undefined,
62,2-s2.0-72749118075,,,,Assessment of power customer credit risk based on set pair analysis and Markov chain model,ar,Article,Song L.,60029306;101093989,Wuhan University;Beijing Power Company,Wuhan;Beijing,China;China,2,"Song, Lianjun;Xu, Zhiyong",35241170600;57216278798,60029306;101093989,2009-12-01,December 2009,Dianli Zidonghua Shebei/Electric Power Automation Equipment,10066047,4800152404,,Journal,29,12,,37-40,"The traditional methods of power customer credit risk assessment only carry out the static evaluation. To improve the assessment efficiency and prevent the tariff collection risk, a dynamic assessment model is established based on the set pair analysis and Markov chain, which judges the change tendency of customer credit risk degree according to the equal power, balance power and opposite power of relationship degree, evaluates the current customer credit level with relationship degree, and forecasts the customer credit level of next period by the equal different transferring matrix based on the Markov chain. The comprehensive and dynamic assessment of customer credit risk is thus achieved. A practical example shows that, the model is scientific, effective and feasible.",Credit assessment | Markov chain | Power customer | Relationship degree | Risk | Set pair analysis,5,0,,,,undefined,
63,2-s2.0-71049130207,10.1109/BIFE.2009.174,,,Referral limit policy for the credit authorization process,cp,Conference Paper,Kin K.L.,60013983,City University of Hong Kong,Hong Kong,Hong Kong,2,"Kin, Keung Lai;Bing, Lin",55433716400;57535547000,60013983;60013983,2009-11-16,2009,"2009 International Conference on Business Intelligence and Financial Engineering, BIFE 2009",,19400158356,,Conference Proceeding,,,5208750,754-757,This paper considers the credit authorization problem in credit card companies' authorization systems. Customers are classified into several risk segments according to the type of services requested and the associated credit risk of customers. Card companies need to balance the risk exposure and the quality of customer service in the decision of referral/no referral. We formulate this problem as a Markov Decision Process (MDP) and characterize the optimal policy as referral limit control for each risk segment. A numerical example is provided to verify our results. © 2009 IEEE.,Credit card | Markov decision process | Referral limit | Risk segment,0,0,,,,undefined,
64,2-s2.0-64149086366,10.1214/08-AAP544,,,Large portfolio losses: A dynamic contagion model,ar,Article,Pra P.D.,60030674;60021796;60013494;60000481,Scuola Normale Superiore di Pisa;Università Bocconi;Università Ca' Foscari Venezia;Università degli Studi di Padova,Pisa;Milan;Venice;Padua,Italy;Italy;Italy;Italy,4,"Pra, Paolo Dai;Runggaldier, Wolfgang J.;Sartori, Elena;Tolotti, Marco",6602703333;7003275369;55775385000;26431685400,60000481;60000481;60000481;60021796-60030674-60013494,2009-02-01,February 2009,Annals of Applied Probability,10505164,24710,10505164,Journal,19,1,,347-394,"Using particle system methodologies we study the propagation of financial distress in a network of firms facing credit risk. We investigate the phenomenon of a credit crisis and quantify the losses that a bank may suffer in a large credit portfolio. Applying a large deviation principle we compute the limiting distributions of the system and determine the time evolution of the credit quality indicators of the firms, deriving moreover the dynamics of a global financial health indicator. We finally describe a suitable version of the ""Central Limit Theorem"" useful to study large portfolio losses. Simulation results are provided as well as applications to portfolio loss distribution analysis. © Institute of Mathematical Statistics, 2009.",Credit contagion | Credit crisis | Interacting particle systems | Large deviations | Large portfolio losses | Mean field interaction | Nonreversible Markov processes | Phase transition,44,1,repositoryam,Green,,undefined,
65,2-s2.0-67349278017,10.1007/s00181-008-0212-3,,,Testing time-homogeneity of rating transitions after origination of debt,ar,Article,Weißbach R.,60032991;60023429,Technische Universität Dortmund;WestLB,Dortmund;Dusseldorf,Germany;Germany,3,"Weißbach, Rafael;Tschiersch, Patrick;Lawrenz, Claudia",16551318500;24400210700;58344872300,60032991;60023429;60023429,2009-01-01,2009,Empirical Economics,03777332,20642,,Journal,36,3,,575-596,"When modelling rating transitions as continuous-time Markov processes, in practice, time-homogeneity is a common assumption, yet restrictive, in order to reduce the complexity of the model. This paper investigates whether rating transition probabilities change after the origination of debt. Accordingly, we develop a likelihood-ratio test for the hypothesis of time-homogeneity. The alternative is a step function of transition intensities. The test rejects time-homogeneity for rating transitions observed over 7 years in a real corporate portfolio. Especially 1-year transition probabilities increase over the first year after origination. This time effect suggests that banks should manage their credit portfolios with respect to the age of debt. © Springer-Verlag 2008.",Likelihood ratio | Markov model | Portfolio credit risk | Rating transitions | Time-homogeneity,13,0,,,,undefined,
66,2-s2.0-58049108775,10.1109/WiCom.2008.2495,,,Study of credit risk with stochastic default intensity based on Markov chain,cp,Conference Paper,Jia X.,60073461;60016835,Chinese Academy of Equipment Command and Technology;Beijing Institute of Technology,Beijing;Beijing,China;China,2,"Jia, Xujie;Liu, Zhengyuan",25927261000;56101689800,60016835;60073461,2008-12-31,2008,"2008 International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2008",,14000156259,,Conference Proceeding,,,4680684,,"Under the condition of stochastic default intensity, correlation of default intensity and default-free interest rate, the paper constructed the term structure model of credit risk. A Markov chain based method is proposed for analyzing the credit risk. Based on reliability interference theory, we get the indexes such as the default probability, the mean time to the first default, steady probability vector of the credit rating and so on. By introducing the model series system in reliability into the studies of credit risk, the paper constructed a portfolio model with several bonds, and got the solution. The results from this study are of value in credit risk management. They can be used in evaluating and measuring the performance of credit risk and can provide significant help and guidance. © 2008 IEEE.",Credit rating | Credit risk | Default intensity | Default probability | Markov chain,1,0,,,,undefined,
67,2-s2.0-58449125474,10.1109/ISCIS.2008.4717932,,,Credit risk analysis using Hidden Markov Model,cp,Conference Paper,Oguz H.,60005803,Boğaziçi Üniversitesi,Bebek,Turkey,2,"Oguz, Hasan Tahsin;Gurgen, Fikret S.",36861673800;6603953162,60005803;60005803,2008-12-01,2008,"2008 23rd International Symposium on Computer and Information Sciences, ISCIS 2008",,14600154712,,Conference Proceeding,,,4717932,,"This study investigates the performance of Hidden Markov Model (HMM) for credit risk analysis in terms of classification and probability of default (PD) modeling. The PD modeling assigns default bankruptcy probabilities to credit customers instead of strictly classifying them as good (solvent) and bad (insolvent) borrowers. In the first part, the classification ability of HMM is compared to that of Logistic Regression (LR) and k-Nearest Neighbors (k-NN). In the second part, the PD modeling performance of HMM is analyzed and compared to that of popular LR algorithm for PD modeling. This study aims to build appropriate algorithms to make HMM an effective way of credit risk analysis as well as conventional methods. Results of the experiments show that HMM is a powerful and robust method for credit risk analysis and can be utilized by financial institutions. © 2008 IEEE.",Classification | Credit risk | Hidden Markov Model (HMM) | K nearest neighbor (k-NN) | Logistic regression (LR) | PD model,12,0,,,,undefined,
